location_id,address,province_name,town_name,location_type,record_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id,date,description,pollutant_ppm,biological,results,type_of_water_source,number_of_people_served,hour_of_day,day_of_week,percent_male,percent_female,percent_child
KiIs23994,86 Farasi Makeba Street,Kilimani,Isiqalo,Urban,57954,KiIs23994224,2023/06/05 16:22,1,18,3,,,,,,river,516,16,Monday,8.64,45.68,45.68
KiIs23995,3 Farasi Makeba Street,Kilimani,Isiqalo,Urban,13881,KiIs23995224,2021/07/30 13:45,1,0,7,2021/08/02 13:45,Inorganic contaminants: Arsenic,1.98774,0,Contaminated: Chemical,well,384,13,Friday,13.16,86.84,0.00
KiIs23996,16 Farasi Makeba Street,Kilimani,Isiqalo,Urban,20951,KiIs23996224,2021/11/16 09:27,1,0,10,2021/11/19 09:27,Clean,0.0576308,8.92015e-05,Clean,well,224,9,Tuesday,24.05,75.95,0.00
KiIs23997,133 Farasi Makeba Street,Kilimani,Isiqalo,Urban,17583,KiIs23997224,2021/09/24 13:46,1,0,3,,,,,,tap_in_home,812,13,Friday,22.90,77.10,0.00
KiIs23998,127 Farasi Makeba Street,Kilimani,Isiqalo,Urban,33085,KiIs23998224,2022/05/19 12:35,1,0,5,2022/05/22 12:35,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,354,12,Thursday,15.62,84.38,0.00
KiIs23999,30 Farasi Makeba Street,Kilimani,Isiqalo,Urban,41363,KiIs23999224,2022/09/20 09:12,1,0,34,2022/09/23 09:12,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,398,9,Tuesday,21.36,78.64,0.00
KiIs24000,139 Farasi Makeba Street,Kilimani,Isiqalo,Urban,373,KiIs24000224,2021/01/08 10:33,1,0,10,2021/01/11 10:33,Bacteria: E. coli,0,21.7428,Contaminated: Biological,well,182,10,Friday,18.48,81.52,0.00
KiIs24001,73 Farasi Makeba Street,Kilimani,Isiqalo,Urban,4136,KiIs24001224,2021/03/05 16:14,1,0,30,2021/03/08 16:14,"Inorganic contaminants: Lead, Selenium",3.47522,0,Contaminated: Chemical,well,210,16,Friday,4.62,66.92,28.46
KiIs24002,34 Farasi Makeba Street,Kilimani,Isiqalo,Urban,59552,KiIs24002224,2023/06/30 13:43,1,0,8,,,,,,tap_in_home,830,13,Friday,15.53,84.47,0.00
KiIs24003,46 Farasi Makeba Street,Kilimani,Isiqalo,Urban,28759,KiIs24003224,2022/03/16 09:44,1,0,3,,,,,,tap_in_home,662,9,Wednesday,18.05,81.95,0.00
KiIs24004,78 Farasi Makeba Street,Kilimani,Isiqalo,Urban,16543,KiIs24004224,2021/09/08 12:40,1,0,3,,,,,,tap_in_home,364,12,Wednesday,19.29,80.71,0.00
KiIs24005,160 Farasi Makeba Street,Kilimani,Isiqalo,Urban,7036,KiIs24005224,2021/04/21 10:22,1,0,1,2021/04/24 10:22,Clean,0.0491317,7.70985e-05,Clean,well,204,10,Wednesday,39.39,60.61,0.00
KiIs24006,15 Farasi Makeba Street,Kilimani,Isiqalo,Urban,29422,KiIs24006224,2022/03/24 16:33,1,0,42,,,,,,tap_in_home,626,16,Thursday,9.38,71.09,19.53
KiIs24007,171 Farasi Makeba Street,Kilimani,Isiqalo,Urban,24538,KiIs24007224,2022/01/10 09:51,1,21,42,,,,,,river,794,9,Monday,12.82,87.18,0.00
KiIs24008,164 Farasi Makeba Street,Kilimani,Isiqalo,Urban,59745,KiIs24008224,2023/07/04 12:41,1,0,48,,,,,,tap_in_home,718,12,Tuesday,23.26,76.74,0.00
KiIs24009,12 Farasi Makeba Street,Kilimani,Isiqalo,Urban,54394,KiIs24009224,2023/04/11 10:50,1,0,36,2023/04/14 10:50,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological,well,174,10,Tuesday,16.15,83.85,0.00
KiIs24010,2 Farasi Makeba Street,Kilimani,Isiqalo,Urban,52800,KiIs24010224,2023/03/20 09:17,1,0,10,2023/03/23 09:17,Inorganic contaminants: Arsenic,4.90806,0,Contaminated: Chemical,well,204,9,Monday,24.21,75.79,0.00
KiIs24011,149 Farasi Makeba Street,Kilimani,Isiqalo,Urban,1685,KiIs24011224,2021/01/28 10:05,1,0,8,2021/01/31 10:05,Clean,0.0260671,9.21891e-05,Clean,well,200,10,Thursday,20.55,79.45,0.00
KiIs24012,44 Farasi Makeba Street,Kilimani,Isiqalo,Urban,42263,KiIs24012224,2022/10/03 16:35,1,0,42,,,,,,tap_in_home,302,16,Monday,7.69,65.38,26.92
KiIs24013,190 Farasi Makeba Street,Kilimani,Isiqalo,Urban,6448,KiIs24013224,2021/04/12 10:59,1,0,48,,,,,,tap_in_home,460,10,Monday,14.10,85.90,0.00
KiIs24014,119 Farasi Makeba Street,Kilimani,Isiqalo,Urban,36889,KiIs24014224,2022/07/14 10:05,1,0,36,2022/07/17 10:05,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,170,10,Thursday,16.67,83.33,0.00
KiIs24015,29 Farasi Makeba Street,Kilimani,Isiqalo,Urban,2358,KiIs24015224,2021/02/08 10:21,1,0,34,2021/02/11 10:21,"Inorganic contaminants: Copper, Chromium",3.91065,0,Contaminated: Chemical,well,302,10,Monday,26.76,73.24,0.00
KiIs24016,22 Farasi Makeba Street,Kilimani,Isiqalo,Urban,30158,KiIs24016224,2022/04/05 12:13,1,0,12,2022/04/08 12:13,Bacteria: E. coli,0,35.6591,Contaminated: Biological,well,324,12,Tuesday,21.35,78.65,0.00
KiIs24017,191 Farasi Makeba Street,Kilimani,Isiqalo,Urban,1592,KiIs24017224,2021/01/27 09:33,1,0,2,2021/01/30 09:33,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,246,9,Wednesday,17.97,82.03,0.00
KiIs24018,197 Farasi Makeba Street,Kilimani,Isiqalo,Urban,20304,KiIs24018224,2021/11/05 11:15,1,0,18,2021/11/08 11:15,"Inorganic contaminants: Arsenic, Chromium",5.00084,0,Contaminated: Chemical,well,300,11,Friday,29.23,70.77,0.00
KiIs24019,178 Farasi Makeba Street,Kilimani,Isiqalo,Urban,59046,KiIs24019224,2023/06/23 10:37,1,0,34,2023/06/26 10:37,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,384,10,Friday,27.03,72.97,0.00
KiIs24020,64 Farasi Makeba Street,Kilimani,Isiqalo,Urban,40167,KiIs24020224,2022/09/01 13:10,1,11,34,,,,,,river,740,13,Thursday,9.52,90.48,0.00
KiIs24021,82 Farasi Makeba Street,Kilimani,Isiqalo,Urban,16429,KiIs24021224,2021/09/07 09:58,1,0,3,2021/09/10 09:58,Clean,0.0290477,8.64742e-05,Clean,well,356,9,Tuesday,10.00,90.00,0.00
KiIs24022,45 Farasi Makeba Street,Kilimani,Isiqalo,Urban,46750,KiIs24022224,2022/12/12 10:17,1,0,8,2022/12/15 10:17,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,178,10,Monday,11.93,88.07,0.00
KiIs24023,7 Farasi Makeba Street,Kilimani,Isiqalo,Urban,21836,KiIs24023224,2021/11/29 12:40,1,0,30,2021/12/02 12:40,Clean,0.0570982,9.9872e-05,Clean,well,288,12,Monday,12.26,87.74,0.00
KiIs24024,141 Farasi Makeba Street,Kilimani,Isiqalo,Urban,31874,KiIs24024224,2022/05/02 10:34,1,0,32,2022/05/05 10:34,Bacteria: E. coli,0,34.9093,Contaminated: Biological,well,324,10,Monday,19.44,80.56,0.00
KiIs24025,152 Farasi Makeba Street,Kilimani,Isiqalo,Urban,37209,KiIs24025224,2022/07/19 14:13,1,0,4,,,,,,tap_in_home,302,14,Tuesday,16.46,83.54,0.00
KiIs24026,170 Farasi Makeba Street,Kilimani,Isiqalo,Urban,2942,KiIs24026224,2021/02/16 13:56,1,0,46,2021/02/19 13:56,"Inorganic contaminants: Silver, Lead, Cadmium",9.79134,0,Contaminated: Chemical,well,274,13,Tuesday,16.67,83.33,0.00
KiIs24027,199 Farasi Makeba Street,Kilimani,Isiqalo,Urban,14638,KiIs24027224,2021/08/11 14:03,1,0,3,2021/08/14 14:03,Clean,0.0188032,8.08705e-05,Clean,well,190,14,Wednesday,25.96,74.04,0.00
KiIs24028,118 Farasi Makeba Street,Kilimani,Isiqalo,Urban,7537,KiIs24028224,2021/04/28 13:14,1,0,8,2021/05/01 13:14,"Inorganic contaminants: Mercury, Barium, Selenium",4.54855,0,Contaminated: Chemical,well,332,13,Wednesday,23.39,76.61,0.00
KiIs24029,76 Farasi Makeba Street,Kilimani,Isiqalo,Urban,7437,KiIs24029224,2021/04/27 11:39,1,0,32,2021/04/30 11:39,"Inorganic contaminants: Selenium, Arsenic, Selenium, Mercury",6.59706,0,Contaminated: Chemical,well,342,11,Tuesday,16.00,84.00,0.00
KiIs24030,51 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,56141,KiIs24030224,2023/05/08 10:38,1,0,10,,,,,,tap_in_home_broken,384,10,Monday,13.51,86.49,0.00
KiIs24031,57 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,13279,KiIs24031224,2021/07/21 14:39,1,0,3,2021/07/24 14:39,Clean,0.013606,8.07245e-05,Clean,well,366,14,Wednesday,18.97,81.03,0.00
KiIs24032,43 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,20173,KiIs24032224,2021/11/03 16:13,1,0,1,2021/11/06 16:13,Clean,0.0973146,2.02269e-05,Clean,well,288,16,Wednesday,5.08,64.41,30.51
KiIs24033,33 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,28049,KiIs24033224,2022/03/04 11:02,1,0,1,,,,,,tap_in_home,840,11,Friday,16.00,84.00,0.00
KiIs24034,54 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,28217,KiIs24034224,2022/03/08 11:08,1,0,28,,,,,,tap_in_home_broken,890,11,Tuesday,19.61,80.39,0.00
KiIs24035,67 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,23509,KiIs24035224,2021/12/24 13:09,1,0,3,2021/12/27 13:09,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological,well,212,13,Friday,17.14,82.86,0.00
KiIs24036,37 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,2170,KiIs24036224,2021/02/04 12:09,1,0,12,,,,,,tap_in_home_broken,940,12,Thursday,24.05,75.95,0.00
KiIs24037,65 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,1001,KiIs24037224,2021/01/18 14:53,1,0,8,,,,,,tap_in_home_broken,488,14,Monday,19.23,80.77,0.00
KiIs24038,16 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,18475,KiIs24038224,2021/10/08 11:18,1,0,46,,,,,,tap_in_home_broken,844,11,Friday,10.85,89.15,0.00
KiIs24039,19 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,43481,KiIs24039224,2022/10/24 10:26,1,0,40,,,,,,tap_in_home,390,10,Monday,34.85,65.15,0.00
KiIs24040,29 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,11963,KiIs24040224,2021/07/01 12:43,1,0,46,2021/07/04 12:43,Bacteria: Salmonella,0,267.371,Contaminated: Biological,well,372,12,Thursday,18.66,81.34,0.00
KiIs24041,23 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,27767,KiIs24041224,2022/02/28 16:55,1,0,3,,,,,,tap_in_home_broken,512,16,Monday,5.31,80.53,14.16
KiIs24042,30 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,49767,KiIs24042224,2023/01/27 13:44,1,0,46,2023/01/30 13:44,Clean,0.0723691,5.8477e-05,Clean,well,196,13,Friday,21.65,78.35,0.00
KiIs24043,5 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,8397,KiIs24043224,2021/05/11 12:37,1,0,42,,,,,,tap_in_home,696,12,Tuesday,11.76,88.24,0.00
KiIs24044,48 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,36535,KiIs24044224,2022/07/08 12:29,1,0,34,,,,,,tap_in_home_broken,512,12,Friday,13.64,86.36,0.00
KiIs24045,39 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,57465,KiIs24045224,2023/05/29 11:09,1,0,18,2023/06/01 11:09,Clean,0.0192435,5.86872e-05,Clean,well,210,11,Monday,25.51,74.49,0.00
KiIs24046,53 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,17876,KiIs24046224,2021/09/29 15:32,1,0,24,2021/10/02 15:32,Bacteria: Salmonella,0,267.371,Contaminated: Biological,well,380,15,Wednesday,16.43,83.57,0.00
KiIs24047,8 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,43480,KiIs24047224,2022/10/24 10:16,1,0,24,2022/10/27 10:16,"Inorganic contaminants: Barium, Arsenic, Chromium, Silver",9.49661,0,Contaminated: Chemical,well,222,10,Monday,21.19,78.81,0.00
KiIs24048,50 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,49875,KiIs24048224,2023/01/30 11:51,1,0,5,2023/02/02 11:51,"Inorganic contaminants: Selenium, Silver",7.81089,0,Contaminated: Chemical,well,282,11,Monday,35.21,64.79,0.00
KiIs24049,49 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,37104,KiIs24049224,2022/07/18 11:26,1,0,8,2022/07/21 11:26,Inorganic contaminants: Copper,3.42186,0,Contaminated: Chemical,well,190,11,Monday,19.59,80.41,0.00
KiIs24050,40 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,52636,KiIs24050224,2023/03/16 14:35,1,0,10,2023/03/19 14:35,Bacteria: Salmonella,0,267.371,Contaminated: Biological,well,164,14,Thursday,32.88,67.12,0.00
KiIs24051,56 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,57291,KiIs24051224,2023/05/25 14:18,1,0,38,2023/05/28 14:18,Clean,0.0741272,2.77847e-05,Clean,well,216,14,Thursday,40.00,60.00,0.00
KiIs24052,58 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,18474,KiIs24052224,2021/10/08 11:15,1,0,48,,,,,,tap_in_home,626,11,Friday,18.57,81.43,0.00
KiIs24053,15 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,27243,KiIs24053224,2022/02/21 11:02,1,0,38,,,,,,tap_in_home_broken,678,11,Monday,35.37,64.63,0.00
KiIs24054,3 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,21978,KiIs24054224,2021/12/01 10:58,1,0,18,,,,,,tap_in_home_broken,758,10,Wednesday,18.33,81.67,0.00
KiIs24055,32 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,45673,KiIs24055224,2022/11/25 09:10,1,20,34,,,,,,river,828,9,Friday,20.37,79.63,0.00
KiIs24056,45 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,48205,KiIs24056224,2023/01/02 15:31,1,0,30,2023/01/05 15:31,Clean,0.056852,8.97925e-05,Clean,well,164,15,Monday,18.88,81.12,0.00
KiIs24057,36 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,19992,KiIs24057224,2021/11/01 16:33,1,0,10,2021/11/04 16:33,Clean,0.0758936,9.2466e-05,Clean,well,228,16,Monday,14.29,60.71,25.00
KiIs24058,20 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,6045,KiIs24058224,2021/04/06 10:23,1,0,42,,,,,,tap_in_home_broken,660,10,Tuesday,13.56,86.44,0.00
KiIs24059,10 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,26110,KiIs24059224,2022/02/03 09:21,1,0,28,2022/02/06 09:21,"Inorganic contaminants: Chromium, Zinc",7.14789,0,Contaminated: Chemical,well,180,9,Thursday,10.31,89.69,0.00
KiIs24060,66 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,32945,KiIs24060224,2022/05/17 14:11,1,0,18,2022/05/20 14:11,Clean,0.0503698,1.88772e-05,Clean,well,178,14,Tuesday,18.18,81.82,0.00
KiIs24061,64 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,42529,KiIs24061224,2022/10/07 09:26,1,0,36,2022/10/10 09:26,"Inorganic contaminants: Selenium, Selenium",2.17136,0,Contaminated: Chemical,well,310,9,Friday,22.90,77.10,0.00
KiIs24062,28 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,52683,KiIs24062224,2023/03/17 10:55,1,0,24,2023/03/20 10:55,Bacteria: Shigella,0,318.664,Contaminated: Biological,well,326,10,Friday,20.00,80.00,0.00
KiIs24063,11 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,13691,KiIs24063224,2021/07/28 11:48,1,0,8,,,,,,tap_in_home,832,11,Wednesday,33.80,66.20,0.00
KiIs24064,60 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,33263,KiIs24064224,2022/05/23 13:18,1,0,1,2022/05/26 13:18,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,332,13,Monday,20.90,79.10,0.00
KiIs24065,63 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,42332,KiIs24065224,2022/10/04 15:28,1,0,7,,,,,,tap_in_home,406,15,Tuesday,12.93,87.07,0.00
KiIs24066,12 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,10638,KiIs24066224,2021/06/11 14:46,1,0,38,,,,,,tap_in_home,596,14,Friday,17.29,82.71,0.00
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41171,KiIs24067224,2022/09/16 12:36,1,118,40,,,,,,shared_tap,1318,12,Friday,12.12,87.88,0.00
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41229,KiIs24067224,2022/09/17 16:08,2,237,40,,,,,,shared_tap,1318,16,Saturday,18.95,53.68,27.37
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41243,KiIs24067224,2022/09/18 08:35,3,87,40,,,,,,shared_tap,1318,8,Sunday,55.56,44.44,0.00
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41289,KiIs24067224,2022/09/19 11:49,4,70,40,,,,,,shared_tap,1318,11,Monday,21.18,78.82,0.00
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41354,KiIs24067224,2022/09/20 06:08,5,124,40,,,,,,shared_tap,1318,6,Tuesday,14.85,78.22,6.93
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41443,KiIs24067224,2022/09/21 08:11,6,98,40,,,,,,shared_tap,1318,8,Wednesday,22.22,77.78,0.00
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41602,KiIs24067224,2022/09/22 17:04,7,59,40,,,,,,shared_tap,1318,17,Thursday,7.52,69.92,22.56
KiIs24067,7 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41636,KiIs24067224,2022/09/23 11:21,8,150,40,,,,,,shared_tap,1318,11,Friday,24.71,75.29,0.00
KiIs24068,68 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,27813,KiIs24068224,2022/03/01 12:11,1,0,1,2022/03/04 12:11,Clean,0.0454354,4.32909e-05,Clean,well,242,12,Tuesday,19.30,80.70,0.00
KiIs24069,61 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,16549,KiIs24069224,2021/09/08 13:18,1,0,8,2021/09/11 13:18,Bacteria: Salmonella,0,267.371,Contaminated: Biological,well,188,13,Wednesday,36.23,63.77,0.00
KiIs24070,62 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,33369,KiIs24070224,2022/05/24 16:18,1,0,7,2022/05/27 16:18,Inorganic contaminants: Copper,3.97803,0,Contaminated: Chemical,well,316,16,Tuesday,6.80,59.22,33.98
KiIs24071,46 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,59282,KiIs24071224,2023/06/27 11:05,1,0,42,2023/06/30 11:05,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,328,11,Tuesday,16.42,83.58,0.00
KiIs24072,38 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,697,KiIs24072224,2021/01/13 13:22,1,0,3,,,,,,tap_in_home,838,13,Wednesday,16.81,83.19,0.00
KiIs24073,34 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,39776,KiIs24073224,2022/08/26 15:36,1,0,36,2022/08/29 15:36,Bacteria: Salmonella,0,267.371,Contaminated: Biological,well,224,15,Friday,25.40,74.60,0.00
KiIs24074,35 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,7224,KiIs24074224,2021/04/23 12:35,1,0,3,2021/04/26 12:35,"Inorganic contaminants: Arsenic, Arsenic, Zinc",2.32173,0,Contaminated: Chemical,well,336,12,Friday,13.45,86.55,0.00
KiIs24075,13 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,53456,KiIs24075224,2023/03/28 11:47,1,0,42,2023/03/31 11:47,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological,well,238,11,Tuesday,18.95,81.05,0.00
KiIs24076,69 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,32396,KiIs24076224,2022/05/09 13:38,1,0,8,2022/05/12 13:38,"Inorganic contaminants: Mercury, Arsenic",3.87731,0,Contaminated: Chemical,well,240,13,Monday,13.13,86.87,0.00
KiIs24077,9 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,4078,KiIs24077224,2021/03/05 09:55,1,0,42,2021/03/08 09:55,"Inorganic contaminants: Cadmium, Chromium, Chromium, Barium",6.39198,0,Contaminated: Chemical,well,168,9,Friday,11.85,88.15,0.00
KiIs24078,55 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,59386,KiIs24078224,2023/06/28 12:44,1,16,30,,,,,,river,624,12,Wednesday,20.28,79.72,0.00
KiIs24079,24 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,23741,KiIs24079224,2021/12/28 16:11,1,0,3,,,,,,tap_in_home,904,16,Tuesday,8.18,72.73,19.09
KiIs24080,47 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,8806,KiIs24080224,2021/05/17 16:49,1,0,46,,,,,,tap_in_home_broken,558,16,Monday,8.62,65.52,25.86
KiIs24081,70 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,37366,KiIs24081224,2022/07/21 11:20,1,0,30,,,,,,tap_in_home,632,11,Thursday,24.56,75.44,0.00
KiIs24082,14 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,13368,KiIs24082224,2021/07/22 15:40,1,13,12,,,,,,river,402,15,Thursday,20.31,79.69,0.00
KiIs24083,18 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,28404,KiIs24083224,2022/03/10 13:29,1,0,7,2022/03/13 13:29,"Inorganic contaminants: Cadmium, Selenium, Mercury, Mercury",6.23867,0,Contaminated: Chemical,well,336,13,Thursday,34.29,65.71,0.00
KiIs24084,41 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,45994,KiIs24084224,2022/11/30 12:22,1,0,14,2022/12/03 12:22,Clean,0.0454212,8.41814e-05,Clean,well,388,12,Wednesday,20.37,79.63,0.00
KiIs24085,44 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,47516,KiIs24085224,2022/12/22 15:02,1,0,42,2022/12/25 15:02,"Inorganic contaminants: Barium, Selenium",4.30079,0,Contaminated: Chemical,well,166,15,Thursday,18.18,81.82,0.00
KiIs24086,59 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,33293,KiIs24086224,2022/05/23 16:33,1,0,28,,,,,,tap_in_home,664,16,Monday,11.02,72.88,16.10
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,7692,KiIs24087224,2021/04/30 09:58,1,240,30,,,,,,shared_tap,3844,9,Friday,26.74,73.26,0.00
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,7770,KiIs24087224,2021/05/01 15:09,2,482,30,,,,,,shared_tap,3844,15,Saturday,51.64,48.36,0.00
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,7796,KiIs24087224,2021/05/02 14:50,3,147,30,,,,,,shared_tap,3844,14,Sunday,41.46,58.54,0.00
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,7819,KiIs24087224,2021/05/03 10:08,4,395,30,,,,,,shared_tap,3844,10,Monday,18.00,82.00,0.00
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,7970,KiIs24087224,2021/05/04 16:11,5,219,30,,,,,,shared_tap,3844,16,Tuesday,11.59,49.28,39.13
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,7981,KiIs24087224,2021/05/05 06:33,6,183,30,,,,,,shared_tap,3844,6,Wednesday,5.61,86.92,7.48
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,8085,KiIs24087224,2021/05/06 08:54,7,97,30,,,,,,shared_tap,3844,8,Thursday,19.81,80.19,0.00
KiIs24087,22 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,8255,KiIs24087224,2021/05/07 18:19,8,316,30,,,,,,shared_tap,3844,18,Friday,15.38,56.41,28.21
KiIs24088,4 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,26601,KiIs24088224,2022/02/10 09:42,1,0,2,2022/02/13 09:42,"Inorganic contaminants: Arsenic, Chromium, Barium, Selenium",9.84607,0,Contaminated: Chemical,well,258,9,Thursday,18.52,81.48,0.00
KiIs24089,31 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,54833,KiIs24089224,2023/04/18 12:32,1,0,38,2023/04/21 12:32,Clean,0.016545,3.16055e-05,Clean,well,170,12,Tuesday,37.97,62.03,0.00
KiIs24090,2 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,50703,KiIs24090224,2023/02/14 09:43,1,0,2,2023/02/17 09:43,Bacteria: E. coli,0,41.6995,Contaminated: Biological,well,180,9,Tuesday,13.33,86.67,0.00
KiIs24091,25 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,28800,KiIs24091224,2022/03/16 15:19,1,0,36,2022/03/19 15:19,Inorganic contaminants: Chromium,9.05367,0,Contaminated: Chemical,well,224,15,Wednesday,23.64,76.36,0.00
KiIs24092,6 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,41841,KiIs24092224,2022/09/27 12:45,1,0,28,,,,,,tap_in_home,322,12,Tuesday,12.63,87.37,0.00
KiIs24093,27 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,15845,KiIs24093224,2021/08/30 11:24,1,0,5,2021/09/02 11:24,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,396,11,Monday,30.26,69.74,0.00
KiIs24094,17 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,18426,KiIs24094224,2021/10/07 13:29,1,0,24,2021/10/10 13:29,Clean,0.0266459,6.81038e-05,Clean,well,182,13,Thursday,18.18,81.82,0.00
KiIs24095,21 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,55916,KiIs24095224,2023/05/04 13:10,1,0,8,2023/05/07 13:10,Virus: Enteroviruses,0,262.668,Contaminated: Biological,well,256,13,Thursday,32.88,67.12,0.00
KiIs24096,52 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,24946,KiIs24096224,2022/01/14 15:58,1,0,5,,,,,,tap_in_home,990,15,Friday,16.54,83.46,0.00
KiIs24097,1 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,18805,KiIs24097224,2021/10/14 10:04,1,0,42,2021/10/17 10:04,"Inorganic contaminants: Barium, Mercury",2.56407,0,Contaminated: Chemical,well,362,10,Thursday,18.25,81.75,0.00
KiIs24098,26 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,33279,KiIs24098224,2022/05/23 14:29,1,0,8,2022/05/26 14:29,"Inorganic contaminants: Silver, Silver, Cadmium",2.90746,0,Contaminated: Chemical,well,224,14,Monday,27.59,72.41,0.00
